poly_idx,time,admin,adm0_a3,var
0,2015-07-02 12:00:00,Afghanistan,AFG,285.9146036510091
0,2016-07-02 12:00:00,Afghanistan,AFG,285.9766823311982
0,2017-07-02 12:00:00,Afghanistan,AFG,286.54039899261267
0,2018-07-02 12:00:00,Afghanistan,AFG,285.7768238456445
0,2019-07-02 12:00:00,Afghanistan,AFG,286.2320246171814
0,2020-07-02 12:00:00,Afghanistan,AFG,285.89339657508805
0,2021-07-02 12:00:00,Afghanistan,AFG,285.5548044905412
0,2022-07-02 12:00:00,Afghanistan,AFG,286.29074199222924
0,2023-07-02 12:00:00,Afghanistan,AFG,285.66597328796587
0,2024-07-02 12:00:00,Afghanistan,AFG,285.06861246513915
0,2025-07-02 12:00:00,Afghanistan,AFG,285.4174679458497
0,2026-07-02 12:00:00,Afghanistan,AFG,286.6723095631273
0,2027-07-02 12:00:00,Afghanistan,AFG,285.3710324939281
0,2028-07-02 12:00:00,Afghanistan,AFG,285.3558358975495
0,2029-07-02 12:00:00,Afghanistan,AFG,286.92695529927323
0,2030-07-02 12:00:00,Afghanistan,AFG,286.10011975457314
0,2031-07-02 12:00:00,Afghanistan,AFG,285.7818534364985
0,2032-07-02 12:00:00,Afghanistan,AFG,285.5026541689925
0,2033-07-02 12:00:00,Afghanistan,AFG,286.3326480681956
0,2034-07-02 12:00:00,Afghanistan,AFG,285.2495855820568
0,2035-07-02 12:00:00,Afghanistan,AFG,285.8178123517913
0,2036-07-02 12:00:00,Afghanistan,AFG,285.84805152933325
0,2037-07-02 12:00:00,Afghanistan,AFG,285.7146825197231
0,2038-07-02 12:00:00,Afghanistan,AFG,285.72235465010147
0,2039-07-02 12:00:00,Afghanistan,AFG,286.7486612424367
0,2040-07-02 12:00:00,Afghanistan,AFG,286.2656559983298
0,2041-07-02 12:00:00,Afghanistan,AFG,286.24651430980333
0,2042-07-02 12:00:00,Afghanistan,AFG,285.7192236337554
0,2043-07-02 12:00:00,Afghanistan,AFG,287.27914333654843
0,2044-07-02 12:00:00,Afghanistan,AFG,286.9076005012975
0,2045-07-02 12:00:00,Afghanistan,AFG,286.8226790755939
0,2046-07-02 12:00:00,Afghanistan,AFG,286.6749265279273
0,2047-07-02 12:00:00,Afghanistan,AFG,286.37395720694917
0,2048-07-02 12:00:00,Afghanistan,AFG,287.10189246774615
0,2049-07-02 12:00:00,Afghanistan,AFG,285.48173159709484
0,2050-07-02 12:00:00,Afghanistan,AFG,286.51116156361206
0,2051-07-02 12:00:00,Afghanistan,AFG,286.58165200254655
0,2052-07-02 12:00:00,Afghanistan,AFG,287.51312871425455
0,2053-07-02 12:00:00,Afghanistan,AFG,285.7513344225708
0,2054-07-02 12:00:00,Afghanistan,AFG,287.0566965165637
0,2055-07-02 12:00:00,Afghanistan,AFG,286.70766750267904
0,2056-07-02 12:00:00,Afghanistan,AFG,287.50070928590077
0,2057-07-02 12:00:00,Afghanistan,AFG,285.7897375380216
0,2058-07-02 12:00:00,Afghanistan,AFG,286.13591737783605
0,2059-07-02 12:00:00,Afghanistan,AFG,287.1681682937995
0,2060-07-02 12:00:00,Afghanistan,AFG,286.6489210514979
0,2061-07-02 12:00:00,Afghanistan,AFG,287.3295963686129
0,2062-07-02 12:00:00,Afghanistan,AFG,286.7478070366848
0,2063-07-02 12:00:00,Afghanistan,AFG,285.4379507035743
0,2064-07-02 12:00:00,Afghanistan,AFG,286.0121500620251
0,2065-07-02 12:00:00,Afghanistan,AFG,286.3974544562511
0,2066-07-02 12:00:00,Afghanistan,AFG,288.11875171742633
0,2067-07-02 12:00:00,Afghanistan,AFG,286.86567100052156
0,2068-07-02 12:00:00,Afghanistan,AFG,286.7088151400243
0,2069-07-02 12:00:00,Afghanistan,AFG,287.8177209999477
0,2070-07-02 12:00:00,Afghanistan,AFG,287.1600695676463
0,2071-07-02 12:00:00,Afghanistan,AFG,286.9216350788696
0,2072-07-02 12:00:00,Afghanistan,AFG,287.6252951519454
0,2073-07-02 12:00:00,Afghanistan,AFG,287.27620785971556
0,2074-07-02 12:00:00,Afghanistan,AFG,285.84495271079226
0,2075-07-02 12:00:00,Afghanistan,AFG,287.0816900427572
