poly_idx,time,admin,adm0_a3,var
0,2015-07-02 12:00:00,Afghanistan,AFG,286.4047016155113
0,2016-07-02 12:00:00,Afghanistan,AFG,286.46686801292094
0,2017-07-02 12:00:00,Afghanistan,AFG,285.4540641993587
0,2018-07-02 12:00:00,Afghanistan,AFG,286.9994499387829
0,2019-07-02 12:00:00,Afghanistan,AFG,287.0459798386469
0,2020-07-02 12:00:00,Afghanistan,AFG,286.08646772580147
0,2021-07-02 12:00:00,Afghanistan,AFG,286.5598948947128
0,2022-07-02 12:00:00,Afghanistan,AFG,286.07362316993346
0,2023-07-02 12:00:00,Afghanistan,AFG,286.32429706436903
0,2024-07-02 12:00:00,Afghanistan,AFG,286.79017720939004
0,2025-07-02 12:00:00,Afghanistan,AFG,286.9453264908671
0,2026-07-02 12:00:00,Afghanistan,AFG,286.90092196191057
0,2027-07-02 12:00:00,Afghanistan,AFG,286.2846706931747
0,2028-07-02 12:00:00,Afghanistan,AFG,287.77141753285485
0,2029-07-02 12:00:00,Afghanistan,AFG,286.9671757517585
0,2030-07-02 12:00:00,Afghanistan,AFG,286.71678420362736
0,2031-07-02 12:00:00,Afghanistan,AFG,286.6775987234095
0,2032-07-02 12:00:00,Afghanistan,AFG,287.13286066267807
0,2033-07-02 12:00:00,Afghanistan,AFG,286.5571895011293
0,2034-07-02 12:00:00,Afghanistan,AFG,287.8766198990952
0,2035-07-02 12:00:00,Afghanistan,AFG,287.24850481754714
0,2036-07-02 12:00:00,Afghanistan,AFG,287.46091676458093
0,2037-07-02 12:00:00,Afghanistan,AFG,287.56013025737064
0,2038-07-02 12:00:00,Afghanistan,AFG,287.45135783064177
0,2039-07-02 12:00:00,Afghanistan,AFG,288.2484988988799
0,2040-07-02 12:00:00,Afghanistan,AFG,287.80366704754977
0,2041-07-02 12:00:00,Afghanistan,AFG,287.5259171708124
0,2042-07-02 12:00:00,Afghanistan,AFG,288.2399194976775
0,2043-07-02 12:00:00,Afghanistan,AFG,288.5271398297487
0,2044-07-02 12:00:00,Afghanistan,AFG,288.36016221579723
0,2045-07-02 12:00:00,Afghanistan,AFG,288.17665134637997
0,2046-07-02 12:00:00,Afghanistan,AFG,289.12644768333445
