poly_idx,time,admin,adm0_a3,var
0,2015-07-02 12:00:00,Afghanistan,AFG,286.155571183567
0,2016-07-02 12:00:00,Afghanistan,AFG,284.9721639257847
0,2017-07-02 12:00:00,Afghanistan,AFG,285.6903306558898
0,2018-07-02 12:00:00,Afghanistan,AFG,285.55241731330716
0,2019-07-02 12:00:00,Afghanistan,AFG,286.8651392049607
0,2020-07-02 12:00:00,Afghanistan,AFG,285.1965609647487
0,2021-07-02 12:00:00,Afghanistan,AFG,285.40465907886227
0,2022-07-02 12:00:00,Afghanistan,AFG,285.65896438874427
0,2023-07-02 12:00:00,Afghanistan,AFG,285.50664702459926
0,2024-07-02 12:00:00,Afghanistan,AFG,287.03141977447046
0,2025-07-02 12:00:00,Afghanistan,AFG,286.15033477327125
0,2026-07-02 12:00:00,Afghanistan,AFG,286.09277751684584
0,2027-07-02 12:00:00,Afghanistan,AFG,284.88274617536445
0,2028-07-02 12:00:00,Afghanistan,AFG,285.7542822074745
0,2029-07-02 12:00:00,Afghanistan,AFG,286.10790681705794
0,2030-07-02 12:00:00,Afghanistan,AFG,285.80361394491706
0,2031-07-02 12:00:00,Afghanistan,AFG,285.71751358835485
0,2032-07-02 12:00:00,Afghanistan,AFG,286.1195091539416
0,2033-07-02 12:00:00,Afghanistan,AFG,286.3529950078913
0,2034-07-02 12:00:00,Afghanistan,AFG,286.6364972087833
0,2035-07-02 12:00:00,Afghanistan,AFG,286.2476947901742
0,2036-07-02 12:00:00,Afghanistan,AFG,286.9830449762241
0,2037-07-02 12:00:00,Afghanistan,AFG,286.3262307680618
0,2038-07-02 12:00:00,Afghanistan,AFG,287.031897826603
0,2039-07-02 12:00:00,Afghanistan,AFG,286.64726993590256
0,2040-07-02 12:00:00,Afghanistan,AFG,286.3612903687297
0,2041-07-02 12:00:00,Afghanistan,AFG,286.6183974289453
0,2042-07-02 12:00:00,Afghanistan,AFG,286.0465797455914
0,2043-07-02 12:00:00,Afghanistan,AFG,286.3320413730723
0,2044-07-02 12:00:00,Afghanistan,AFG,286.5214077440782
0,2045-07-02 12:00:00,Afghanistan,AFG,286.6910812935211
0,2046-07-02 12:00:00,Afghanistan,AFG,287.869334037993
0,2047-07-02 12:00:00,Afghanistan,AFG,286.7600044408047
0,2048-07-02 12:00:00,Afghanistan,AFG,287.3823014614578
0,2049-07-02 12:00:00,Afghanistan,AFG,287.627792564272
0,2050-07-02 12:00:00,Afghanistan,AFG,286.3461781116912
0,2051-07-02 12:00:00,Afghanistan,AFG,287.51530537723784
0,2052-07-02 12:00:00,Afghanistan,AFG,287.8776310305513
